App Name,Publisher Name,Publisher Domain,Categorie,Installations,Rating Score,Rating Number,Developer Email
Lime - Déplacez Vous Sans Limite,"Neutron Holdings, Inc.",https://www.li.me/,Voyages et infos locales,10000000,4.062094,101824,android-dev@li.me
Paradiski YUGE,Paradiski,http://www.paradiski.com/,Voyages et infos locales,100000,4.406125,7592,yuge@paradiski.com
Accor All - Réservation hôtels,Accor All,http://all.accor.com/,Voyages et infos locales,1000000,4.0884614,68292,app.android.support@accor.com
"Google Maps Go - Itinéraires, trafic et transports",Google LLC,https://maps.google.com/about/,Voyages et infos locales,100000000,4.297789,52479,apps-help@google.com
AirEuropa,AIR EUROPA,http://www.aireuropa.com,Voyages et infos locales,1000000,3.9527028,17907,soporteapps@air-europa.com
Vivre à Angers,Ville d'Angers,http://www.angers.fr,Voyages et infos locales,10000,4.376623,77,webmestre@ville.angers.fr
IGNrando' – GPS randonnée et balade,Ubicarta,https://ignrando.fr,Voyages et infos locales,50000,3.46,130,ignrando@ubicarta.com
Haute-Savoie Experience,Département de la Haute-Savoie,http://www.hautesavoiexperience.fr/,Voyages et infos locales,10000,4,41,communication@hautesavoie.fr
Holidu -  Location de vacances,Holidu GmbH,https://www.holidu.com,Voyages et infos locales,500000,4.25,653,service@holidu.com
réal trainz classique échange,Beta Games Studio,https://ofc7708e9.app-ads-txt.com,Voyages et infos locales,5000000,4.040054,29973,betagamestudio2020@gmail.com
US Police Truck Transport,Games Cloud,,Voyages et infos locales,100000,4.679487,78,majidhameed411@gmail.com
TimeChef,Elior Data,http://www.elior.com/,Voyages et infos locales,100000,4.0552764,2006,apps@elior.com
Géoportail mobile,IGN - Géoportail,http://m.geoportail.fr,Voyages et infos locales,500000,3.3962264,1070,ecom@ign.fr
Cartes et navigation hors ligne,"Maps, GPS Navigation",http://www.beonroad.com,Voyages et infos locales,10000000,4.713898,428436,support@beonroad.com
Bon voyage - Canada,Global Affairs Canada | Affaires mondiales Canada,http://travel.gc.ca,Voyages et infos locales,50000,3.97,174,webmaster.consular@international.gc.ca
Avanc Parking Voiture -Ville Voiture parc Aventure,new action style 2019,,Voyages et infos locales,5000000,3.9662697,5566,newactionstyle2019@gmail.com
Electronic Travel Advisory,United Nations Enterprise Applications,http://www.un.org/undss/,Voyages et infos locales,10000,3.8913043,92,unitednationsapps@gmail.com
Hopu Flights,Hopu,https://hopuflights.com,Voyages et infos locales,100,0,0,support@hopuflights.com
VYCAB,VYCAB,,Voyages et infos locales,500,0,0,support@vycab.com
numéro de téléphone Tracker - localisateur mobile,Fifty Shades of Apps,,Voyages et infos locales,10000,,,fiftyshadesofapps@gmail.com
Muvistrada,MUVITARRA,http://www.muvistrada.corsica,Voyages et infos locales,5000,3.0588236,34,applimuvistrada@muvitarra.fr
Divia Mobilités,D-klik Interactiv,http://www.d-klik.com,Voyages et infos locales,100000,3.29,767,dklikandroid@gmail.com
Convertisseur de devises - 170+ devises mondiales,Blackfinch,http://www.blackfinch.pl,Voyages et infos locales,100000,4.245283,1622,blackfinch.pl@gmail.com
Captain Fisher,Styléo,https://www.captain-fisher.fr/,Voyages et infos locales,1000,0,0,contact@captain-fisher.fr
"JAPAN Trip Navigator -travel guide,chat",JTB Corp.,http://www.jtb.co.jp/inbound/appli/index.asp,Voyages et infos locales,1000000,3.96,1001,jtn@jtb.com
Europcar – Location de voiture,Europcar,http://www.europcar.com,Voyages et infos locales,1000000,3.1136713,6840,mobile.store@europcar.com
carigami.fr - location de voiture,SilverTours GmbH,https://www.carigami.fr,Voyages et infos locales,1000,0,0,app@carigami.fr
Ubeeqo - Location de voitures en autopartage,Ubeeqo International,https://www.ubeeqo.com,Voyages et infos locales,100000,3.34,837,dev@ubeeqo.com
US Police Cobra Transform Robot Games,Play Right,,Voyages et infos locales,100000,4.4,264,bilalbashi3310@gmail.com
Free2Move Rent,Free2Move Services,https://free2move.com,Voyages et infos locales,5000,4.076923,13,psaventures-appstore@gmail.com
Army Prisoner Transport: Criminal Transport Games,Mustard Games Studios,http://www.mustardgamesstudios.com,Voyages et infos locales,1000000,3.6866667,1820,mustardgamesstudios@gmail.com
parking bus d police simulateur conduite d'autobus,Awesome Games Studios,https://www.awsomegamestudios.com,Voyages et infos locales,50000,4.84,213,awesome.gamez.studioz@gmail.com
Bon'App,Elior Data,http://www.elior.com/,Voyages et infos locales,50000,3.1,228,apps@elior.com
VTT Bicyclette Chien Transporteur Chariot Conduite,The Game Max  Studio,,Voyages et infos locales,1000000,4.036842,2075,gamemaxstudio.feedback@gmail.com
US Police Bike 2019 - Gangster Chase,play.io,http://playinteractive.io,Voyages et infos locales,1000000,4.39,1026,play.interactive.io@gmail.com
Voiture  Stationnement  Simulateur:  Voiture  Jeux,Zee Vision Games,,Voyages et infos locales,1000000,4.6730037,2716,zeevisiongames@gmail.com
Mega Ramp Bike Impossible Stunt Race,DET Games 2019,,Voyages et infos locales,50000,4.8018017,111,detgames2019@gmail.com
Real Robot Steel Cage Wrestling,Funky App Art,,Voyages et infos locales,50000,4.5882354,68,FunkyAppArt@gmail.com
Pilote Euro City Bus Extreme,Stallion Games,,Voyages et infos locales,100000,4.1165047,103,stalliongames.feedback@gmail.com
Vols bon marché - FareFirst,Flight Booking App by FareFirst,https://www.farefirst.com,Voyages et infos locales,500000,4.893564,8195,support@farefirst.com
Offroad Oil Tanker Transport Truck Driver 2020,Games Wing,http://www.gameswing.io/,Voyages et infos locales,1000000,4.2870812,2407,gameswingstudio@gmail.com
Digital Compass for Android,Kimese Hana,,Voyages et infos locales,500000,4.6012177,6604,kimhanaphuong@gmail.com
Unità Di Crisi,Unità di Crisi - Ministero degli Esteri e C.I.,http://www.viaggiaresicuri.it/,Voyages et infos locales,100000,3.0512822,1183,unita.crisi@esteri.it
Vegas criminel conducteur- jeux de voiture,Back Street Studios,http://www.gamestreetstudios.com/,Voyages et infos locales,50000,4.65,117,gamestreetstudios@gmail.com
Qualité Rivière,Agence de l'eau Rhône Méditerranée Corse,http://www.eaurmc.fr,Voyages et infos locales,10000,3.33,113,contact.DSI@eaurmc.fr
hélicoptère police volant voiture faire jeux robot,Falcon Gamerz,http://www.falcongamerz.com,Voyages et infos locales,1000000,4.42515,1907,falcongamerz2019@gmail.com
Jeu De Conduite De Camion D'Attaque De Missiles,Games Astra,http://www.gamesastra.com,Voyages et infos locales,500000,4.26,778,gamesastrastudios@gmail.com
par camion d'animaux de ferme: bateau de croisière,Brilliant Gamez,,Voyages et infos locales,50000,4.590909,44,brilliantstudioz801@gmail.com
تعلم اللغة الفرنسية صوت و صورة,Arabic Audio Books,,Voyages et infos locales,100000,4.4012737,1595,khalidbutrusrom@gmail.com
Transport de de colis de particulier à particulier,You Steed,https://yousteed.com/support,Voyages et infos locales,5000,2.8888888,9,contact@yousteed.com
"Police, camion remorquage, conduite",Stallion Games,,Voyages et infos locales,500000,3.85,615,stalliongames.feedback@gmail.com
Grand simulateur de taxi: jeu de taxi moderne 2020,Gaming Legends - Free Racing & Trending Games,https://a7888f15f.app-ads-txt.com,Voyages et infos locales,50000,4.5,150,juke.apps.studio@gmail.com
Bateau de pêche 19 : Jeux de bateaux et de bateaux,Bajake Studios,,Voyages et infos locales,100000,3.51,553,info.2bitventures@gmail.com
"Live Earth Plan - WebCams, GPS et satellite Voir",World Map - GPS Navigation,,Voyages et infos locales,10000,4.55,100,pixamattic@gmail.com
Habitation Clément,Infobam,http://habitation.fondation-clement.org/,Voyages et infos locales,1000,0,0,contact@fondation-clement.org
GPS La navigation Vivre Carte Et Voix Traducteur,Map Zone Studio,,Voyages et infos locales,1000000,4.7260275,1604,mabubakar33770@gmail.com
Colibra,Colibra,http://www.colibra.io,Voyages et infos locales,10000,4.09,113,ivan@colibra.io
"Sentiers en France, circuits de randonnée et GPS",Sentiers en France,https://www.sentiers-en-france.eu,Voyages et infos locales,5000,3.7857144,14,info@sentiers-en-france.eu
Mon RDV Nature,Terre Sauvage,https://www.terre-sauvage.com/,Voyages et infos locales,500,0,0,courrier@terre-sauvage.com
Travelex Money,Travelex,http://www.travelex.com,Voyages et infos locales,100000,1.52,479,mobile@travelex.com
