App Name,Publisher Name,Publisher Domain,Categorie,Installations,Rating Score,Rating Number,Developer Email
WordUp Vocabulary - Vocabulaire WordUp,Geeks Ltd,https://www.wordupapp.co,Enseignement,1000000,4.848008,50494,support@wordupapp.co
Learn to Draw Sweet Boys & Cute Girls,Just Creative Club,,Enseignement,100000,4.1681414,113,justcreativeculub@gmail.com
MathCityMap,MATIS 1 - Goethe University,https://mathcitymap.eu/,Enseignement,10000,3.8245614,57,info@mathcitymap.eu
Learning English - Baby Words,Baby Gifts,,Enseignement,1000,0,0,beestudiogames@gmail.com
حاسب المعدل Lycée,Wassim Tech Apps,http://wassimtechapps.blogspot.com/,Enseignement,100000,4.351852,2210,wassim.the.dev@gmail.com
منظومة التعليم الموحدة,Tatweer for educational services,http://www.t4edu.com,Enseignement,100000,3.79,1841,T4eduaccount@t4edu.com
Klassroom,Fusion klassroom edutech pvt ltd,http://www.klassroom.in,Enseignement,5000,4.553571,56,alka@klassroom.in
Apprendre le Japonais - Écouter et Parler,PORO NIHONGO,,Enseignement,100000,4.803279,4321,support@porostudio.com
Camera Translator - Traduire des photos et numéris,Eda mobile,,Enseignement,1000,0,0,bronchyapps@gmail.com
TestDee - YCT,app pinkone,http://apppinkone.com,Enseignement,500,3.8333333,6,apppinkone@gmail.com
Cours de navigation maritime,ToctocGames,,Enseignement,50,0,0,etoctocgame@gmail.com
Apprendre l'Arabe - Apprendre à lire en 14 jours,nemla,,Enseignement,100000,4.732877,1475,nemlawia2014@gmail.com
ScratchJr,Scratch Foundation,http://scratchjr.org,Enseignement,1000000,4,8005,info@scratchjr.org
AC-Versailles TouteMonAnnée,Des images et des mots,https://ac-versailles.toutemonannee.com,Enseignement,100,0,0,technique@diedm.fr
Apprendre L'Anglais - Écouter et Parler,PORO ENGLISH,,Enseignement,1000000,4.806452,15577,support@porostudio.com
عيد المرأة,EL ISSAOUI,,Enseignement,1000,4.794872,39,djsba3@gmail.com
"PlantSnap - Identifiez plantes, fleurs, arbres...","PlantSnap, Inc.",https://www.plantsnap.com,Enseignement,10000000,3.8846993,73373,support@plantsnap.net
Apprendre l'arabe - Mondly,ATi Studios,https://www.mondly.com,Enseignement,1000000,4.7033424,28846,mondlylanguages@yahoo.com
ASSR 1&2,MMA,http://www.zerotracas.mma,Enseignement,50000,3.29,801,zerotracas@entrenoussoitdit.fr
Baby Bella Crazy Holiday,winkypinky,http://www.winkypinky.com,Enseignement,100000,4.21,286,winkypinkdev@gmail.com
Culture générale pour concours,KA'Dev,,Enseignement,100000,4.3307085,1279,supp.kadev@gmail.com
TOEIC - Améliorez votre score,"Nikmesoft Company, Ltd.",http://www.nikmesoft.com,Enseignement,50000,4.63,336,nikmesoft@gmail.com
Video Star,Communication & Video Chat,,Enseignement,1000,1.9166666,12,videoteamstar@gmail.com
TaData,TADATA,https://tadata-france.fr,Enseignement,1000,2.5903614,83,contact@tadata-france.fr
Cours de chant et professeur de chant Vocaberry,adhocapp,http://vocaberry.org/contact,Enseignement,1000000,4.010283,3917,adhocapp@gmail.com
Google Classroom,Google LLC,https://classroom.google.com/,Enseignement,10000000,3.720859,131587,apps-help@google.com
QIOZ - Apprendre les langues,Région Île-de-France,https://qioz.fr,Enseignement,50000,3.77,216,info@qioz.fr
120 secondes,Christophe Auclair,http://www.multimaths.net,Enseignement,5000,4.7352943,34,christophe.auclair@gmail.com
Apprendre le français avec TV5MONDE,TV5MONDE,http://apprendre.tv5monde.com,Enseignement,100000,4.75,736,apprendre@tv5monde.com
"Sons, Spectres et harmoniques",Didier Orlandi,https://webprofs.fr,Enseignement,1000,4.4,10,didier.orlandi@webprofs.fr
calcul@TICE jeux calcul mental,Académie de Lille,https://calculatice.ac-lille.fr,Enseignement,10000,4.303371,89,calculatice@ac-lille.fr
GeoGebra Classique,International GeoGebra Institute,http://www.geogebra.org,Enseignement,1000000,4.0782065,9702,support@geogebra.org
Code de la route 2020,digiSchool Group,https://www.codedelaroute.fr/,Enseignement,1000000,4.5092716,22180,hello@codedelaroute.fr
Armes en origami: armes à papier et épées,Womanoka,http://oq-po.ru,Enseignement,100000,4.587629,3121,HelgaFreyWomanica@gmail.com
Paris Classe Numérique,Ville de Paris,https://www.parisclassenumerique.fr/,Enseignement,1000,3.2962964,27,DASCO-ParisClasseNumerique@paris.fr
Quizlet : mémorisez du vocabulaire avec des cartes,Quizlet Inc.,https://quizlet.com,Enseignement,10000000,4.713857,332889,androidsupport@quizlet.com
itslearning,itslearning,http://www.itslearning.eu/support,Enseignement,500000,4.207124,7634,appfeedback@itslearning.com
Mimo : Apprenez à coder,Mimohello GmbH,https://getmimo.com,Enseignement,1000000,4.6507077,116977,support@getmimo.com
Calculatrice Graphique NumWorks,NumWorks,https://www.numworks.com,Enseignement,50000,4.28,248,contact@numworks.com
Pydroid 3 - IDE for Python 3,IIEC,https://n0n3m4.ru/iiec_contact/,Enseignement,1000000,4.4206347,6355,iiecdev+pydroid3@gmail.com
Duolingo - Apprendre une langue gratuitement,Duolingo,https://www.duolingo.com/,Enseignement,100000000,4.70352,8782942,android@duolingo.com
Apprendre à Lire - Syllabique - Gratuit,Edu'Apps,,Enseignement,100000,4.12,796,edu.apps.contact@gmail.com
SchoolMouv - Tous tes cours collège et lycée 🚀,Schoolmouv,https://www.schoolmouv.fr,Enseignement,100000,4.3867316,6249,contact@schoolmouv.fr
éducadhoc,Hachette Livre SA,https://monespace-educ.fr,Enseignement,50000,2.2,312,info@kiosque-edu.com
Ma Classe en Auvergne-Rhône-Alpes,Région Auvergne-Rhône-Alpes,https://www.ent.auvergnerhonealpes.fr,Enseignement,50000,2.04,308,region.rhone.alpes@gmail.com
Mes tables,Nicolas GAILLET,,Enseignement,1000,4.4,5,nicolas.gaillet@gmail.com
MIT AI2 Companion,MIT Center for Mobile Learning,http://appinventor.mit.edu,Enseignement,1000000,3.9384975,21608,appinventor-playstore@mit.edu
PictureThis - Plante Identification - Jardinage,Glority LLC,https://www.picturethisai.com/,Enseignement,1000000,4.2480903,30242,support@picturethisai.com
"StudyGe－Géographie, capitales, drapeaux, pays quiz",MileoDev,http://milev-studio.com,Enseignement,500000,4.701128,5384,milev.studio@gmail.com
Educartable - Enseignants,EDUMOOV,https://www.edumoov.com,Enseignement,1000,3.4444444,9,support@edumoov.com
The Equations Game,Christophe Auclair,http://www.multimaths.net,Enseignement,5000,4.24,25,christophe.auclair@gmail.com
Flipgrid,Flipgrid.,http://www.flipgrid.com,Enseignement,1000000,3.8870432,3073,support@flipgrid.com
Socrative Student,Socrative Inc.,http://www.socrative.com,Enseignement,1000000,3.447738,13093,support@socrative.com
MonLycée.net,Open Digital Education,https://monlycee.net/,Enseignement,1000,4.111111,18,mobile@opendigitaleducation.com
Lelivrescolaire.fr Lycée,Lelivrescolaire.fr,https://www.lelivrescolaire.fr,Enseignement,50000,3.38,115,contact@lelivrescolaire.fr
Edpuzzle,Edpuzzle,https://edpuzzle.com,Enseignement,500000,1.8967742,1571,android@edpuzzle.com
l’orthographe française,HAYATY,,Enseignement,10000,4.4117646,51,bousta.dev@gmail.com
Biblio Manuels,SEJER,https://www.manuelnumerique.com/aide-bibliomanuels.html,Enseignement,100000,2.17,510,bibliomanuel@sejer.fr
ENT Pentila Néro,Pentila,http://www.pentilanero.com,Enseignement,5000,2.8823528,17,contact@pentila.com
Samsung Global Goals,"Samsung Electronics Co.,  Ltd.",,Enseignement,10000000,4.725762,7363,noreply.sec@samsung.com
NeuroNation - Entraînement Cérébral Personnalisé,NeuroNation,http://www.neuronation.com,Enseignement,10000000,4.4586334,288819,app@neuronation.com
Edu Connect,Appcore infotech pvt ltd,http://appcoretech.com,Enseignement,1000,3.6666667,9,ravi.suvarna@appcoretech.com
Rich Girls Shopping 🛍  - Cash Register Games,Beansprites LLC,http://www.beansprites.com,Enseignement,1000000,4.513274,2415,beansprites@gmail.com
Normandie Université en poche,Normandie Université,,Enseignement,1000,4.8,10,appmob@normandie-univ.fr
EDT Univ,Vincent Dechenaux,,Enseignement,10000,4.515625,64,contact@edtuniv.fr
GeoGebra Calculette Graphique,International GeoGebra Institute,https://www.geogebra.org,Enseignement,5000000,4.376325,34242,support@geogebra.org
Pasta Cooking Mania: Kitchen Game,Sweet Maker Shop,,Enseignement,100000,4.09,145,feedback.sweet99maker@gmail.com
Robocar Poli Monster Truck Popular Game,KIGLE,http://www.kiglestudio.com,Enseignement,500000,3.82,204,help@kiglestudio.com
Vocabulaire Français gratuit,Language Course S.L.,http://www.languagecourse.net,Enseignement,1000000,4.628337,19583,vt@languagecourse.net
Girl Makeup Kit Comfy Cakes–Pretty Box Bakery Game,FunPop,http://www.funpop.com.cn/,Enseignement,1000000,4.017391,1390,funpopmedia@gmail.com
Scratch 2.0 Tutorials,suwoncoding,http://www.suwoncoding.com,Enseignement,1000000,3.2366548,5881,suwoncoding@gmail.com
Cood Academy,COOD,https://www.cood.fr,Enseignement,10,0,0,support@cood.fr
Academia.edu,Academia.edu,http://academia.edu,Enseignement,100000,4.697561,2278,support@academia.edu
Cozmo,"Anki, Inc.",https://www.digitaldreamlabs.com,Enseignement,1000000,4.5331454,14401,support@anki.com
"Réservoirs d'origami, voitures et autres véhicules",Womanoka,http://oq-po.ru,Enseignement,10000,4.308642,81,helgafreywomanica@gmail.com
Moyenne - Lycéen,Sattia Dhinesh,,Enseignement,5000,4.5384617,39,sattia.dhinesh@gmail.com
L'arabe pour les enfants,Marlu Studio,http://marlustudio.com,Enseignement,1000000,4.4926524,14368,contact@marlustudio.com
toutapprendre,toutapprendre,https://www.toutapprendre.com,Enseignement,10000,3.6969697,66,support@toutapprendre.com
Code de la route 2020,Apps in the pocket,https://www.codeenpoche.fr/,Enseignement,100000,4.504854,2072,contact@codeenpoche.fr
Lib MANUELS,Édulib,https://www.lib-manuels.fr,Enseignement,50000,1.8,215,technique@edulib.fr
Lipstick Cake Baking Salon-Girl Makeup Comfy Cakes,FunPop,http://www.funpop.com.cn/,Enseignement,10000,4.388889,18,funpopmedia@gmail.com
Mirage Make,M. Chardine,http://ticedu.fr/,Enseignement,10000,4.06,105,marc.chardine@hotmail.fr
Be ba&sh,ba&sh,https://ba-sh.com/,Enseignement,100,0,0,alexandre.i@ba-sh.com
Les molécules simples - Mirage,M. Chardine,http://ticedu.fr/,Enseignement,10000,3.5697675,86,marc.chardine@hotmail.fr
Mon College Essonne (ENT collèges Essonne),Yanisssch,Https://armadadev.fr,Enseignement,10000,3.8,196,Yanisssch@armadadev.net
Révision Bac Afterclasse,Lelivrescolaire.fr,http://www.afterclasse.fr,Enseignement,50000,4.5409837,1226,jonathan.banon@lelivrescolaire.fr
mon ENT occitanie,Société Kosmos,http://www.mon-ent-occitanie.fr,Enseignement,50000,2.18,468,contact@cr-mip.fr
Orion Santé Formation,Orion Santé,http://www.orionsante.fr,Enseignement,1000,3.375,8,contact@orionsante.fr
CyberTeachers Mobile App,CyberTeachers,http://www.telelangue.com,Enseignement,10000,2.5227273,88,dev.telelangue@gmail.com
Apprendre Espagnol gratuitement pour les débutants,YOBIMI GROUP,,Enseignement,10000,4.58,140,support@yobimi.com
Mon Collège Val-d'Oise,Société Kosmos,https://www.moncollege.valdoise.fr,Enseignement,10000,2.5294118,51,moncollege@valdoise.fr
INCB - Espace numérique TurboSelf,ads-COM,http://www.turboself.fr,Enseignement,10000,2.8,151,info@incb.fr
"Calculatrice graphique 84 plus émulateur 84, 83",lethinhien,,Enseignement,5000,4.8301888,53,nhanclonemail001@gmail.com
Test de grammaire française,Apps2all,https://appfree2all.com/app-ads.txt,Enseignement,500000,4.6523604,2356,droidvhd@gmail.com
Chiralité et médicaments,M. Chardine,http://ticedu.fr/,Enseignement,5000,3.9333334,30,marc.chardine@hotmail.fr
اية الكرسي مكررة بدون نت,Komtyndrii,,Enseignement,500000,4.695418,3855,undsetkaleranik@gmail.com
Règles de grammaire,HAYATY,,Enseignement,50000,4.48,110,bousta.dev@gmail.com
Robocar Poli Rescue - Kids Game Package,KIGLE,http://www.kiglestudio.com,Enseignement,500000,3.93,991,help@kiglestudio.com
Code de la Route 2020,ZimBomBah,,Enseignement,1000000,4.5052633,19983,zimbombah@outlook.com
Guide for Luigi's Mansion 3,Piano Tiles & Games,,Enseignement,10000,3.3762376,101,barad.albaslan2019@gmail.com
Rainbow Frozen Slushy Truck: Ice Candy Slush Maker,Beansprites LLC,http://www.beansprites.com,Enseignement,1000000,4.276382,2086,beansprites@gmail.com
Brainly (nosdevoirs.fr),"Brainly, Inc",https://brainly.com,Enseignement,10000000,4.6189804,566902,support-android@brainly.com
Traduire à l'écran,Dictionary & Translate NH-Apps,https://nguyenhuy1102b.blogspot.com,Enseignement,500000,4.202834,11435,nguyenhuy1102b@gmail.com
Code de la route 2020 - PrioCode,PrioCode,http://www.priocode.fr,Enseignement,100,4.8,20,priocode@gmail.com
Sintelly – Satisfy your curiosity,Sintelly Ltd.,https://www.sintelly.com,Enseignement,500000,4.438095,6311,support@sintelly.com
فاسقيناكموه - اذكار واوقات الصلاة في تطبيق واحد,Pandora Devs,http://pandoradevs.com,Enseignement,10000,4.69,250,info@pandoradevs.com
Le Chinois – Super Chinese,上海语轩信息科技有限公司,,Enseignement,500000,4.66875,8069,hello@superchinese.com
نختم,Rasoulallah.net,https://www.facebook.com/nakthm/,Enseignement,5000000,4.8050447,38230,Apps@Rasoulallah.net
Walkthrough for Inazuma Eleven 2020 Tips Go,GameDev.Ltd,,Enseignement,5000,3.5714285,35,selmabattoui@gmail.com
Guide for Dream League Winner DLS 2020 Soccer,Ya Chams l3achya,,Enseignement,10000,3.86,189,kierralee.325@gmail.com
Tuto.com Tutoriels videos,Tuto.com,https://www.tuto.com,Enseignement,10000,4.41,262,support@tuto.com
"Fretello - cours de guitare, tablatures et accords",Fretello,https://fretello.com,Enseignement,100000,4.16,649,support@fretello.com
Code de la route 2020 - Permis de conduire gratuit,CARAMELAPP STUDIO,https://www.studiopermis.com,Enseignement,5000,4.1960783,51,contact@studiopermis.com
La Bible App pour les Enfants: Histoires Animées,Life.Church,http://bible.com/kids,Enseignement,10000000,4.461612,231271,kidsbible@youversion.com
Learning apps,Datu Perla Apps,,Enseignement,1000,4.1,10,datuperlaapps@gmail.com
Voiture Coloriage Enfants Jeux,forqan smart tech,https://www.facebook.com/pages/Forqan-Smart-Tech/398958303521529?fref=ts,Enseignement,1000000,3.97166,2479,forqan.tech@gmail.com
Unicorn Slime Maker –Slime Making Games,FunPop,http://www.funpop.com.cn/,Enseignement,1000000,3.7853403,2192,funpopmedia@gmail.com
Concours Avenir 2020,Concours Avenir,https://www.concoursavenir.fr,Enseignement,1000,3.1818182,11,contact@concoursavenir.fr
Walktrough Teacher Free Scary Guide 2020,amo,,Enseignement,50000,2.5795455,88,mooo21112@hotmail.com
Winky App,Mainbot,http://heywinky.com,Enseignement,1000,1.7586207,58,contact@mainbot.me
