App Name,Publisher Name,Publisher Domain,Categorie,Installations,Rating Score,Rating Number,Developer Email
Enregistreur D'appel Automatique - Enregistrement,GIGA Studio (Free Apps for Mobile),,Outils,10000,4.38,224,freeappformobile@gmail.com
Changer de téléphone: changez de téléphone en,Dragster Production,,Outils,1000,4.448276,58,developer.android.arslan@gmail.com
Veolia et Moi,Veolia Eau France,https://www.eau.veolia.fr/,Outils,100000,3.0672646,2250,veoliaetmoi@votre-service-eau.com
Calculatrice,Google LLC,http://www.google.com/,Outils,500000000,4.407949,130567,android-calculator-feedback@google.com
WiFi Maestro - Test de vitesse,Abdelrahman M. Sid,,Outils,1000,4.372093,86,contact@abdelrahmanmsid.com
e-constat auto,DARVA,http://www.e-constat-auto.com,Outils,100000,2.8793104,1171,e-constat-auto@ffa-assurance.fr
Smart diagnosis,Huawei Internet  Service,http://consumer.huawei.com,Outils,100000000,4.3442326,11469,liutao3@huawei.com
max booster de volume - augmenter le son,VAVA Free Music Studio,,Outils,10000,4.87,319,VAVAapps@gmail.com
Groupama et moi,Groupama,https://www.groupama.fr/,Outils,100000,3.27,993,pomobile@groupama.com
fitpro智能手环,"Shenzhen Jusheng Intelligent Technology Co., Ltd.",http://www.ruanan.com,Outils,1000000,3.2894588,17705,cto@hstong.net
Authy 2-Factor Authentication,Authy,https://authy.com,Outils,5000000,3.933559,24273,support@authy.com
Universal Projector Remote Control,Lets Control,,Outils,100000,4.3,538,letscontroldevicesviaremote@gmail.com
Récupération vidéo -Restaurer les vidéo supprimées,Smin photo recovery,,Outils,500000,4.019441,8606,angeli1567049@gmail.com
FreeOTP Authenticator,Red Hat,https://fedorahosted.org/freeotp,Outils,500000,4.159204,2091,freeotp-devel@lists.fedorahosted.org
QR Code Reader Barcode Scanner,Celebrity App Studio,,Outils,1000000,4.091049,6528,celebrityappstudio@gmail.com
La Poste - Services Postaux,La Poste,http://www.laposte.fr,Outils,1000000,2.5134752,7100,ld-support-technique-appmobile@laposte.fr
Calculator,Netviet Tech,http://netvietgroups.com,Outils,500000,4.16,584,visatech9677@gmail.com
Lampe de poche sur Clap 2019,Mobi Softech,http://mobisoftech.com,Outils,1000000,3.7611606,4796,mobisoftech567@gmail.com
Sonomètre PRO - Décibels / Enregistrement / Bruit,Juny Apps,http://juny-apps.web.app,Outils,10000,4,43,junyapps@gmail.com
Netcut pro,Vatan.s,https://instagram.com/vatan.sy?igshid=lqhl5ry5y447,Outils,50000,3.31,165,aagma590@gmail.com
Flash Qr Code reader,App Solution Ltd.,http://sktoukir.com/tech-talk,Outils,1000,4.714286,7,tonmoy.sheikh007@gmail.com
Cardo Connect,"Cardo Systems, LTD",http://www.cardosystems.com/,Outils,100000,3.9910715,1134,support@cardosystems.com
Google Lens,Google LLC,https://lens.google.com,Outils,100000000,4.55531,413728,apps-help@google.com
Télécommande Universelle de TV - Commande TV,Universal Electric Appliances Remote Control,,Outils,500000,4.0462046,6437,HiFunTeam@gmail.com
PodsControl - PodsControl for android,Sqinthay,,Outils,100000,4.37,1082,sqinthay@gmail.com
Multi-TIFF Viewer Free,tyniw.net,http://tiffviewer.tyniw.net,Outils,1000000,3.9925926,4085,android@tyniw.net
Sony | Headphones Connect,Sony Home Entertainment & Sound Products Inc.,https://www.sony.net/hpc/,Outils,1000000,3.512431,14578,info_HeadphonesConnect@jp.sony.com
Triplens: Traducteur Photo,Kita Apps,http://triplens.kitabilgiapps.com/,Outils,10000000,2.2078176,15566,support@kitabilgiapps.com
HTML Viewer,Yogev Haham,https://plus.google.com/+YogevHaham,Outils,1000000,3.3995433,4421,yogevx@gmail.com
Compression et redimensionnement de photo,Lit Photo,,Outils,1000000,4.738308,57379,litphoto.app@gmail.com
