App Name,Publisher Name,Publisher Domain,Categorie,Installations,Rating Score,Rating Number,Developer Email
GUIDE FOR NETFLIX 2020,stargatedev,,Livres et références,1000,3.9166667,12,moubtahijon@hotmail.fr
Walkthrough for Hi Neighbor Alpha Act 4 Finale,auxhadex_jerlyns,,Livres et références,10000,2.5,16,auxhadex_jerlyns@gmail.com
Walkthrough for Inazuma Eleven 2020 Tips Go,JIMY Studio,,Livres et références,1000,4.1,343,jimmy.1995.game@gmail.com
Free Totok HD Video Call & HD Voice Chat Guide2020,SummerSnowApps,,Livres et références,5000,3,9,summersnowapps@gmail.com
Mangacollec,Harris App,https://www.mangacollec.com,Livres et références,10000,4.5,710,contact@mangacollec.com
Kindle,Amazon Mobile LLC,http://www.amazon.com/kindleapps,Livres et références,100000000,4.05083,931448,kindle-cs-support@amazon.com
365 jours pour ranimer la flamme,ALSLG,https://heritier.xyz,Livres et références,1000,4.5,14,david.houstin@gmail.com
طاقچه : دانلود کتاب و کتاب صوتی,Taaghche,https://taaghche.com/,Livres et références,100000,4.451417,4990,info@taaghche.ir
Walkthrough for hi neighbor alpha 4,GirlsGamesHereNow,,Livres et références,5000,2.8214285,28,neighborhello@neighborhigame.com
Plantes médicinales,Ndonna,http://www.ndonna.com,Livres et références,1000000,4.3703704,12267,yacynth@gmail.com
iMemento,Ediciones Francis Lefebvre S.A.,,Livres et références,10000,3,42,mcoe.ent@efl.es
صحيح البخاري,Al-Reda Apps,,Livres et références,1000000,4.7445817,36834,apps.reda@gmail.com
Free ToTok HD Video Calls & Voice Calls Guide,Porribiapp,,Livres et références,100000,4.37,296,sarbcnoder@gmail.com
Tips for Hi Neighbor Alpha 4 vs Branny,CharlotTead,,Livres et références,1000,5,7,charlotteeead@gmail.com
Dictionnaire Anglais-F WordRef,WordReference.com,http://www.wordreference.com,Livres et références,5000000,4.3717694,63975,forum07@wordreference.com
Free Siri for Android Tips,High Monitoring Live Apps,,Livres et références,10000,2.3846154,52,highmonitoringliveapps@gmail.com
Battle Royale Saison 11 Fond D'écran,Josh.fnbr,,Livres et références,1000,3,5,jordenjosh04@gmail.com
Battle Royale Season 11 HD Wallpapers,Pollyaganna,,Livres et références,100000,3.63,477,pollyganna.2019@gmail.com
Dictionnaire d'anglais Linguee,Linguee,http://www.linguee.com,Livres et références,1000000,4.766319,64595,android@linguee.com
Guide Saint Seiya New Shining Soldiers,vedicmath,,Livres et références,500,3.6666667,6,vedicmath4064@gmail.com
Guide for Luigi's And Mansion 3 Walkthrough 2020,SmartRay Technologies,,Livres et références,1000,0,0,jasonroy7736@gmail.com
Manga Life - Manga & Comic Reader,MediaLab Entertainment,http://media-lab.ai,Livres et références,100000,3.4914587,7639,support@media-lab.ai
ToTok HD Video Calls & Voice Chats Free Guide,Fastmove Inc,,Livres et références,50000,4.05,223,fastmoveinc@gmail.com
Flash belin,Onprint,http://www.editions-belin.com,Livres et références,10000,2.45,154,mobile@dev.onprint.com
Tips for Farming Simulator 19 game,GET PPd,,Livres et références,5000,4.31,150,stup.falki@protonmail.com
Hisnii: Invocations et Rappels,Fahed Mahidi,http://www.hisnii.com,Livres et références,100000,4.7908745,2638,contact@hisnii.com
Daily Free Spin and Coins Guide : Daily Free Spin,Virtual Apps 2019,,Livres et références,10000,4.29,164,virtualapps209@gmail.com
tips for Ice Scream Horror 3 sponge neighbor,Lmstudio,,Livres et références,10000,3.392857,28,emeraemily@gmail.com
Walkthrough: Slugterra: Slug it Out 2,All Guides & Walkthroughs,,Livres et références,10000,2.9,60,anhnt120690@gmail.com
game film ninjago TIPS Turnamen,INFO GAME,,Livres et références,1000,4.357143,14,tipsninjagogame@gmail.com
Walkthrough Friday- The 13th Games Tips,Dev L inc .,,Livres et références,5000,4.32,525,lkouherdaniel@gmail.com
Guide For School Yandere Simulator,UNION EDUCATION,,Livres et références,10000,3.51,806,elmostakim@yandex.com
Walktrough Hi Neighbor Alpha 5  - Tips and guide,Dex-Shter In.,,Livres et références,50000,2.9,30,guidehelloneighbor@gmail.com
Smart Siddur,Karri Apps,https://www.facebook.com/smartsiddurandroid/,Livres et références,100000,4.6296296,4861,karriapps@gmail.com
Kobo Books - eBooks et Livres audio,Kobo Books,https://www.kobo.com/,Livres et références,10000000,4.417118,255606,androidfeedback@kobo.com
CleverBook,Marius Krusen,,Livres et références,1000000,4.489476,51483,makrubue@gmail.com
GUIDE for:Dream Winner League Soccer Dls 2020,QRL King,,Livres et références,10000,3.5479453,73,qrlking@gmail.com
Secret Guide For Dream Winner League Soccer 2020,SmartRay Technologies,,Livres et références,10000,3.393617,94,jasonroy7736@gmail.com
Battle Royale Season 11 Fonds d'écran HD,FortX,,Livres et références,500,0,0,galigaliylo@gmail.com
Mod Bikini Bottom Maps for MCPE,Raja Jalanan,,Livres et références,100000,3.55,141,jalanrayangijokaranganyar@gmail.com
Guide For Friday The 13th Game,Gamerdev19,,Livres et références,10000,3.1931818,88,nazhaaakil10@gmail.com
The  Clone Drone Hammer Battle Free game Hints,All this for my RH,,Livres et références,1000,2.8360655,61,elsuperclone.hammer03214@gmail.Com
tips for whack your boss,Noxyapps,,Livres et références,5000,3.4761906,21,thebossofapps@gmail.com
Guide for Disney Getaway Blast - Tricks 2020,Guad Apps Inc,,Livres et références,500,4,6,guadapps1@gmail.com
Guide Beyblad 2020 Burst,Techz Group,,Livres et références,5000,3.24,25,hoangpnh281200@gmail.com
Whos Your Daddy Tips,whozdudddeinc,,Livres et références,5000,3,20,whozdudddeinc@yahoo.com
Forza Horizon Walkthrough Tips and Tricks,Sano.k,,Livres et références,1000,4.1944447,36,gfu67543@gmail.com
Walkthrough for hi neighbor alpha 4,Raja Jalanan,,Livres et références,50000,3.2190475,105,jalanrayangijokaranganyar@gmail.com
Walkthrough for hi neighbor alpha 4,Girls-games-2020,,Livres et références,100000,3.2128713,2107,mbirika.khmaissi@gmail.com
Tips for Discover University,StudioMst,,Livres et références,100000,2.641791,1418,studiomstsup@gmail.com
Smart Home Guide Universal Remote TV,Sirapatsornbuatej,,Livres et références,10000,2.6875,80,sirapatsornbuatej@gmail.com
Manga Zone - Manga Reader online,Manga  Lover,,Livres et références,10000,3.11,316,mofa199509@gmail.com
Walkthrough for Hi Hide Neighbor Alpha Act Seek 4,carrel_marrod,,Livres et références,10000,2.6,15,carrel_marrod@gmail.com
Pro Hints For Slugterra Slug It Out 2,Dual Nguyen,https://doannv201001.github.io,Livres et références,5000,3.5384614,13,doannv201001@gmail.com
Yahoo Recherche,Yahoo,https://mobile.yahoo.com/search,Livres et références,1000000,4.2869344,37879,ysafeedback@verizonmedia.com
Guide for Scary Teacher 3D 2020,Martin infotech,,Livres et références,50000,2.77,134,martinninfotech@gmail.com
hints for deer simulator : 2020,casatbedlat,,Livres et références,10000,2.15,149,turkyafsif@gmail.com
Walkthrough for Hello Hi Neighbor Alpha Act Tips,brigmaGuide20,,Livres et références,10000,3.375,8,brigma.joseph20@gmail.com
Inazuma Go Eleven - Walkthrough,InaZuma Apps,,Livres et références,5000,3.4489796,49,qodhoriyatulf@gmail.com
Human Game: Fall Flat Walkthrough,Zuma Editor Studio,,Livres et références,10000,2.89,363,zumastudio451@gmail.com
Game Forza Horizon Guide & Hints,Losty LLC,,Livres et références,10000,3.3838384,99,losty.llc2020@gmail.com
Guide For Ice Scream Horror 2k20,RstoDV,,Livres et références,10000,3.2222223,18,milanialicsandi@gmail.com
Guide For Hello Neighbor,gabistor ltd,,Livres et références,50000,3.32,330,brixlorry1999@gmail.com
Walkthrough for hi neighbor alpha family 4,RAIDONS SOFT,,Livres et références,100000,2.9,100,raidons.soft@gmx.com
Guide for fish feed and grow,SmallDe,,Livres et références,5000,3.5555556,63,ismailbahaoui11@gmail.com
Guide For Ice Scream Horror Walkthrough 2020,SmartRay Technologies,https://v3f46c7b9.app-ads-txt.com,Livres et références,10000,2.5,16,jasonroy7736@gmail.com
Game Power Dino Rangers Walkthrough & Tips,NAKAMORA,,Livres et références,10000,3.8529413,34,mimi.922ah@gmail.com
Hints for Yandere School Simulator Senpai Guide,RajoLive Malak,,Livres et références,5000,3.3432837,67,rojolivemalak9999@yahoo.com
Walktrough For Dream league Football Soccer 2020,CORDIOV,,Livres et références,100000,3.55,353,redjackoun@gmail.com
365 jours aux pieds du Maître — Jérémy Sourdril,ALSLG,https://inebranlable.com,Livres et références,100000,4.75,500,david.houstin@gmail.com
Walkthrough for LEGO Ninjago Tournament,My-devGameS,,Livres et références,10000,3.51,109,devgams61@gmail.com
Guide for Luigi 3 and Mansion Tips & Tricks,Summoinc,,Livres et références,5000,4.3076925,13,summoinc100@yahoo.com
Free Music Spotify Premium Tips,Nani Dev,,Livres et références,10000,2.5531914,47,nanidevhigh@gmail.com
