App Name,Publisher Name,Publisher Domain,Categorie,Installations,Rating Score,Rating Number,Developer Email
Instagram,Instagram,http://help.instagram.com/,Réseaux sociaux,1000000000,4.460348,95648617,android-support@instagram.com
Komeet : accomplish anything,Melting,https://www.komeet.io/,Réseaux sociaux,100,0,0,melting.dev@gmail.com
FamilyVi,DomusVi,http://www.domusvi.com,Réseaux sociaux,5000,4.2954545,44,contact@familyvi.com
"Pinterest: inspirations cuisine, décor, art & mode",Pinterest,https://help.pinterest.com,Réseaux sociaux,100000000,4.6298327,6103757,help@pinterest.com
Reports & Followers Unfollow For Instagram Tracker,pronewapps,,Réseaux sociaux,100000,3.8601398,1784,pronewapps@gmail.com
위버스 Weverse,"beNX CO., LTD",https://www.weverse.io,Réseaux sociaux,1000000,4.5584593,111347,developer@benx.co
Arenafriends™,MMV d.o.o.,http://www.arenafriends.com,Réseaux sociaux,10,0,0,info@arenafriends.com
Hoop - Nouveaux amis Snapchat,Hoop app,https://hoop.photo,Réseaux sociaux,1000000,4.4899125,186821,hello@hoop.photo
theShukran,theShukran,https://www.theshukran.com,Réseaux sociaux,500000,4.3717947,4713,info@theshukran.com
Mahaban &&Video Chat With New Friends,Bennett Black,,Réseaux sociaux,100000,3.9425287,87,blackbennett941@gmail.com
Heart Compatibility Matter,AlexRichman,,Réseaux sociaux,5000,1,5,Lecha25@gmail.com
Linduu,Justlin Ltd.,http://www.linduu.com/,Réseaux sociaux,500000,4.5710516,30406,app@justlin.net
CCGram+ Random Live Video Chat,CCGram Apps,http://www.ccapps.net,Réseaux sociaux,1000,0,0,ccgram.livechat@gmail.com
Amis et noms d'utilisateur pour Snap - AddFriends,Luminar,http://ignates.com,Réseaux sociaux,50000,4.12,442,support@ignates.com
SMART SAVERS,mansonlion,http://www.manson.com,Réseaux sociaux,1000,0,0,simbamanson@gmail.com
TAIMI - Réseau de rencontre et chat LGBTQI+,Social Impact Inc.,http://taimi.com,Réseaux sociaux,1000000,4.3196416,32584,apps@corp.taimi.com
Youz - Secret Social Network,CYBER ONE LTD,http://www.youz.me,Réseaux sociaux,100000,2.9583333,1217,butto@youz.me
Minds,Minds,https://www.minds.com,Réseaux sociaux,100000,3.5512822,5498,info@minds.com
Snapchat,Snap Inc,http://www.snapchat.com,Réseaux sociaux,1000000000,4.354977,21427075,snapchat@snap.com
Orkut,Orkut,https://www.orkut.br.com/Home,Réseaux sociaux,500000,2.8961039,3571,suporte@orkut.br.com
Facebook,Facebook,https://www.facebook.com/facebook,Réseaux sociaux,5000000000,4.238699,96297445,android-support@fb.com
Followers & Likes Tracker pour Instagram - Repost,MOBIVERSITE YAZILIM BILISIM REKLAM VE DANISMANLIK,https://follower.mobiversite.com,Réseaux sociaux,1000000,4.503185,12786,info@mobiversite.com
Indigo,Indigo S.A.S,http://www.indigo.world,Réseaux sociaux,10000,3.93,186,contact@indigo.world
Wink  Fun video chat,F&W Team,,Réseaux sociaux,500000,4.436893,1165,wwinkteam@gmail.com
La aplicación Messenger,Messenger Family: Free messenger & live video chat,https://themessengerapp.com,Réseaux sociaux,10000000,4.1437073,46336,messenger.messenger.messanger@gmail.com
Daily Free Spins and Coins Link For Piggy Master,SanitAppWorld,http://cmswebexperts.com/,Réseaux sociaux,5000,4.263158,38,sanjay.t.php@gmail.com
J'aime + Abonnés pour Instagram,Sotriotinatus,,Réseaux sociaux,100000,4.580328,3340,sotriotinatus@gmail.com
W-Observ : Online/Offline & Last Seen Notifier,Universus Teknoloji Ltd.,,Réseaux sociaux,1000,4.382353,34,info@universusteknoloji.com
InterNations,InterNations GmbH,https://www.internations.org,Réseaux sociaux,500000,4.389011,4577,feedback@internations.org
"Casual Dating: Want or Not, Will be Hotness",Casual Limited,,Réseaux sociaux,5000,4.3061223,49,casual.corp.ltd@gmail.com
GetPet,Karolis Vyčius,https://www.getpet.lt/,Réseaux sociaux,10000,4.42,157,k.vycius@gmail.com
Reaports: Analyse des suiveurs pour Instagram,Medyajoy,https://www.reaports.com,Réseaux sociaux,50000,4.0657897,2425,info@reaports.com
Badoo - Site de rencontres de célibataires,Badoo,http://www.badoo.com,Réseaux sociaux,100000000,4.287022,4808830,android.support@badoo.com
Ruru,viola1210,,Réseaux sociaux,10000,3.2676055,71,tingtinghan1210@gmail.com
"Le guide des séries télévisées, films et émissions",Saciron Tech.,,Réseaux sociaux,1000,4.090909,22,sacironapps@gmail.com
MySosh,Orange SA,http://www.sosh.fr,Réseaux sociaux,1000000,2.9990618,10890,support.orangeetmoi@orange.com
Hootsuite,Hootsuite,https://hootsuite.com,Réseaux sociaux,5000000,4.03696,95082,android@hootsuite.com
صور صباح و مساء الخير رومانسية متحركة,Winter apps,,Réseaux sociaux,100000,4.3023257,1392,hmjabri33@gmail.com
Pi Network,SocialChain,,Réseaux sociaux,1000000,4.634101,16393,support@socialchain.app
Turn Up -  Rencontre ta communauté musicale,Dately,https://www.turn-up.app/,Réseaux sociaux,10000,4.19,231,contact@turn-up.app
Video downloader for without watermark,Jasmin Soluton,,Réseaux sociaux,100000,3.5656836,3811,jasminsoluton@gmail.com
Kitsu: Anime & Manga Tracker,"Kitsu, Inc.",http://kitsu.io,Réseaux sociaux,100000,3.4310346,2351,help@kitsu.io
Justlo ®,Justlin Ltd.,http://www.justlo.fr/,Réseaux sociaux,100000,4.2914367,14522,privacy@justlin.com.mt
Topface – Flirt Chat & Rencontre,Frontapps s.r.o.,http://topface.com,Réseaux sociaux,10000000,3.7604458,349607,android@topface.com
YouGov,YouGov PLC,https://yougov.co.uk,Réseaux sociaux,500000,4.1511626,6211,supportuk@yougov.com
Korian Générations,Entourage Solutions,http://www.generations.korian.fr,Réseaux sociaux,5000,4.098039,51,koriangenerations@famileo.com
Izly,S-money | Groupe BPCE,http://www.izly.fr,Réseaux sociaux,500000,3.1004367,2300,support.izly@s-money.fr
SKOUT – Rencontrer et discuter,Skout Inc.,http://www.skout.com,Réseaux sociaux,50000000,4.284748,1155236,support@skout.com
Sondago - Trouvez des réponses à vos questions,Sondago App,https://sondago.com/,Réseaux sociaux,5000,4.63,300,sondago.app@gmail.com
Ana.ly - Abonnés Analyseur pour Instagram,Meepo Dev,,Réseaux sociaux,500000,4.3563285,17777,dev.meepo@gmail.com
Woov,WOOV B.V.,https://woov.com/,Réseaux sociaux,100000,4.6422763,1245,info@woovapp.com
Story & Video Downloader for instagram (InstaSave),Messenger Pro : Free Texts & Messages by AppyHigh,https://appyhigh.com/app-ads.txt,Réseaux sociaux,10000,4.411111,90,help@appyhigh.com
WallClaimer,Blue House,https://www.wallclaimer.com/,Réseaux sociaux,10000,4.26,143,roeland.wyns@gmail.com
I love you flowers images GIF & rose HD wallpapers,Smart Apps Inc.,,Réseaux sociaux,50000,4.66,289,amironyasser@gmail.com
Pinterest Lite,Pinterest,https://help.pinterest.com,Réseaux sociaux,100000,3.7520661,2510,help@pinterest.com
Google+ pour G Suite,Google LLC,https://support.google.com/plus/?hl=en#topic=6320382,Réseaux sociaux,1000000000,4.1299148,6140404,apps-help@google.com
Gallerist,Apptime Srl,https://www.gallerist.biz/,Réseaux sociaux,50000,3.46,224,support@gallerist.biz
Medal Capture (Early Access),Medal B.V.,https://medal.tv,Réseaux sociaux,10000,3.71875,32,Brandon@medal.tv
Flowers And Roses Animated Images Gif pictures 4K,Apps. Inc.,,Réseaux sociaux,100000,4.26,599,amironyasser1@gmail.com
"Messenger pour random video call, text chat",Messenger Pro : Free Texts & Messages by AppyHigh,https://uae.appyhigh.com/app-ads.txt,Réseaux sociaux,100000,4.42,975,help@appyhigh.com
Famileo,Entourage Solutions,https://www.famileo.com,Réseaux sociaux,100000,4.27,652,contact@famileo.com
华人街同城版,SINOCOM SARL,https://www.huarenjie.com,Réseaux sociaux,10000,3.2666667,30,apphuarenjie@gmail.com
Shopopop,Agilinnov',https://www.shopopop.com,Réseaux sociaux,50000,4.4326925,1048,contact@shopopop.com
Storiz - Fais toi des amis autour de toi,Storiz Inc.,https://www.storiz-app.fr/,Réseaux sociaux,5000,4.028169,71,storiz.app@gmail.com
Yubo - Fais-toi de nouveaux amis,Twelve APP,http://yubo.live,Réseaux sociaux,5000000,3.3755522,68195,support@yubo.live
Dating.com,DMM SOLUTIONS INC.,https://www.dating.com/,Réseaux sociaux,5000000,3.0348246,37502,support@dating.com
Big Emoji - grands emojis pour tous messengers,Share It Again - Smileys & Emoji Apps,http://www.shareitagain.co,Réseaux sociaux,1000000,4.592896,14745,contact@shareitagain.co
Social Foot,Minerall Group,http://socialfoot.fr,Réseaux sociaux,1000,4.2222223,9,maintenance@minerall.fr
Guide for ToTok HD Video Calls & Voice Chats,185,,Réseaux sociaux,100000,4.2272725,1829,help@GetTreeSol.me
Memoji Stickers for Android WhatsApp WAStickerApps,Irene WAStickerApps,https://stickers-wastickerapps.com,Réseaux sociaux,10000,3.8148148,27,irene.mobile.boost@gmail.com
WorldMeters Dark - unofficial,Mitch's Tech,http://Mitchs.tech,Réseaux sociaux,10000,3.7037036,27,mitchcraft123@gmail.com
AmorChat,Amor Inc,,Réseaux sociaux,100000,3.14,121,anxiang915@gmail.com
Prévisualise ton mur Instagram,Charly Berthet,https://charlyberthet.com,Réseaux sociaux,5000,4.125,32,charlyberthet94@gmail.com
Messenger app for free messages & Chat,All in One Lite Apps,,Réseaux sociaux,10000,4.6875,16,spiraldevapps@gmail.com
Spotafriend - l'appli des ados,Smart Lamas Inc.,https://www.spotafriend.co,Réseaux sociaux,100000,3.7759197,6029,support@spotafriend.co
Seetymood – Sorties et bons plans dans Paris !,Seetymood SAS,http://seetymood.com,Réseaux sociaux,1000,4.92,301,contact@seetymood.com
Je n'ai jamais : Naked Truth,Vanilla b.v.,https://www.vanilla.nl/,Réseaux sociaux,10000,2.2222223,9,support@vanilla.nl
Zenly - Best Friends Only,ZENLY,http://www.zen.ly,Réseaux sociaux,10000000,4.2046933,74228,love@zen.ly
I love you images animated GIFS,Apps. Inc.,,Réseaux sociaux,100000,4.28,1067,amironyasser1@gmail.com
AAN,Boltat CJSC,http://www.aan.social,Réseaux sociaux,1000000,4.037037,2679,admin@bolti.im
Ma petite amie virtuelle,VeryNicee,,Réseaux sociaux,10000,3.67,510,virtualgirl@VeryNicee.com
InfluenceBooster: Followers & Likes using hashtags,Social Premium Boosters,https://a34-infbooster.web.app,Réseaux sociaux,100000,4.5494556,22628,socialpremiumboostapps@gmail.com
Sonic Le Film - Stickers Officiels,Paramount Digital Ent.,http://www.paramount.com,Réseaux sociaux,50000,3.02,344,apps@pxlagency.com
Plus d'adeptes sur TikTok,Time4U,,Réseaux sociaux,10000,4.462264,1155,tiktokbooster@time4U.com
