App Name,Publisher Name,Publisher Domain,Categorie,Installations,Rating Score,Rating Number,Developer Email
Calendar App - Google Calendar & Calendar Widget,Any.do Calendar & To-Do List,https://www.any.do,Productivité,100000,4.04,535,feedback+androidcal@any.do
Translator - Languages Translation,Appland Team,,Productivité,5000,4.733333,15,appland28@gmail.com
Beeple,Beeple NV,http://www.beeple.eu,Productivité,10000,3.0263157,38,support@beeple.eu
Visionneuse de documents LibreOffice et OpenOffice,Stefl und Taschauer OG,https://opendocument.app/,Productivité,5000000,3.9666533,30228,support@opendocument.app
Samsung Email,"Samsung Electronics Co.,  Ltd.",,Productivité,1000000000,4.62025,1193457,b2b.sec@samsung.com
"Todoist: To do list, tâches et rappel",Doist,http://todoist.com,Productivité,10000000,4.620648,193915,support@todoist.com
Tous Docs Reader pour visionneuse bureau Android,Apps Vendors,,Productivité,100000,4.39,928,appsvendors@gmail.com
Moja 4ka,"Swan Mobile, a. s.",https://www.4ka.sk/,Productivité,50000,4.3589745,1180,aplikacia@4ka.sk
HP Smart (HP AiO Remote),HP Inc.,http://www.hp.com/go/mobileprinting,Productivité,10000000,4.2319565,146653,Hp-smart-android-feedback@hp.com
Your Game Booster Pro - With Auto Booster & FPS,PUBS Inc,,Productivité,1000,4.557377,61,skvvchatinc@gmail.com
Document Scanner - Scanner Gratuit PDF,TopTap Studio,,Productivité,10000,,,toptapapp@gmail.com
📍 Find My Family,Trooper Games & Tools,,Productivité,10000,3.7419355,31,krysia25kowalska@gmail.com
CamScanner - Phone PDF Creator,"INTSIG Information Co.,Ltd",https://www.camscanner.com,Productivité,100000000,4.756815,2410602,android_support@intsig.com
Klaxoon,Klaxoon,https://klaxoon.com/,Productivité,100000,3.9534883,43,mobile.dev@klaxoon.com
Okta Verify,Okta Inc.,https://www.okta.com,Productivité,1000000,3.131579,2327,support@okta.com
Amerigo,IdeaSolutions S.r.l.,http://www.ideasolutions.it,Productivité,1000000,4.486408,75977,info@ideasolutions.it
Scanner de codes QR & de codes-barres (français),TeaCapps,https://teacapps.com,Productivité,10000000,4.5772305,78203,android@qrbot.net
Google One,Google LLC,http://one.google.com/,Productivité,10000000,4.4250407,49769,apps-help@google.com
CrossOver on Chrome OS Beta,"CodeWeavers, Inc",http://www.codeweavers.com,Productivité,100000,3.29,821,chromeos-info@codeweavers.com
DeFit - Débogueur des apps Fitness,DeFit Development,,Productivité,500000,4.359773,3596,defit.dev@gmail.com
AppBlock: Restez concentré. Bloquer les web et app,MobileSoft s.r.o.,http://www.appblock.app,Productivité,1000000,4.5585833,25901,support@appblock.app
"Lecteur de code QR, lecteur de code barres code QR",Spartan Studio Inc.,,Productivité,50000,4.45,426,support@jaytechnologiesinc.com
Freedom | Bloquage applis et sites Web distrayants,Eighty Percent Solutions Corporation,https://freedom.to,Productivité,100000,3.94,703,support@freedom.to
Google Sheets,Google LLC,https://support.google.com/docs/?p=android_sheets_help,Productivité,500000000,4.3688188,705455,apps-help@google.com
PingID,Ping Identity Corporation,http://www.pingidentity.com,Productivité,500000,3.5044248,1164,playstore@pingidentity.com
AdBlocker Ultimate Browser,AdAvoid,https://adblockultimate.net,Productivité,100000,3.437788,2212,adblock@adblockultimate.net
Quittance de loyer,ADMIN PLUS,https://www.adminplus.fr,Productivité,500,4.3333335,6,jd.baculard@adminplus.fr
Samsung Print Service Plugin,HP Inc.,https://www.samsung.com/us/printer/,Productivité,1000000000,4.2719965,355703,support@samsungcloudprint.com
Smart EDT,Smart EDT,http://www.smart-edt.fr,Productivité,10000,2.85,470,contact@smart-edt.fr
"Word Office - Docs Reader, Document, XLSX, PPTX",RoyalSoft Word - Office Reader,,Productivité,1000000,3.2753758,10703,royalsoft.word109@gmail.com
scanner de document pdf créateur,Beneficia Apps,,Productivité,100000,4.65,507,beneficiaapps@gmail.com
Google Drive,Google LLC,https://support.google.com/drive/?p=android_drive_help,Productivité,5000000000,4.388665,5064586,apps-help@google.com
Google Slides,Google LLC,https://support.google.com/docs/?p=android_slides_help,Productivité,500000000,4.2926793,349272,apps-help@google.com
Mod & Glitch,Apokalypt YTB,,Productivité,100000,3.51,587,mafiaplaying87@gmail.com
Epson DocumentScan,Seiko Epson Corporation,http://www.epson.com,Productivité,500000,3.062937,1451,Feedback-AndroidAppsPrn@exc.epson.co.jp
"Bloc-notes - Rappel de notes, widget pense-bête",ECO MOBILE VN,http://ecomobile.vn/,Productivité,1000000,4.1245284,10669,supernote@ecomobile.vn
Lecteur de code QR,BACHA Soft,http://bachasoft.com/,Productivité,10000000,4.7081704,179793,appleinfo.studio@gmail.com
Profile Followers Analytics Followstat,Statapps,,Productivité,1000000,4.1290064,12690,statappsdev@gmail.com
Transfert des données,Orange SA,https://assistance.orange.fr/,Productivité,100000,4,382,support.transfertdesdonnees@orange.com
Mon Génie,Wiidii,http://www.wiidii.com,Productivité,1000,4,24,mongenie@cecaz.caisse-epargne.fr
Padlet,Wallwisher Inc.,https://padlet.com,Productivité,1000000,4.020408,3501,hello@padlet.com
AdBlock for Samsung Internet,BetaFish,http://getadblock.com,Productivité,5000000,3.7502263,11268,help@getadblock.com
Clavier arabe: Clavier arabe anglais,FZ Softech,,Productivité,1000,0,0,fzsoftech@gmail.com
Affluences,Affluences,https://www.affluences.com,Productivité,100000,4.6923075,1178,contact@affluences.com
Authenticator 4,In-Webo Technologies,http://www.inwebo.com,Productivité,50000,3.35,109,contact@inwebo.com
Compteur de vitesse GPS Tableau de bord de voiture,Auto Xtreme,,Productivité,100000,4.26,473,autoxtremeapps@gmail.com
"Suivi de colis / colissimo - La Poste, Chronopost",Tracking Labs,,Productivité,500000,4.526699,8285,tracking.labs@gmail.com
Epson iProjection,Seiko Epson Corporation,http://www.epson.com/,Productivité,1000000,3.6695843,4691,Feedback-AndroidAppsPj@exc.epson.co.jp
SNS Reseller mPortal,Studio Network Solutions (SNS),http://www.studionetworksolutions.com,Productivité,1000,0,0,sales@studionetworksolutions.com
Gratuit Audacity Raccourcis,Smart Mobi Apps,,Productivité,500000,3.0923078,3273,marklondon.mobi@gmail.com
ClevCalc - Calculatrice,Cleveni Inc.,http://www.cleveni.com/clevcalc,Productivité,10000000,4.6306033,318660,cs@cleveni.com
Liste de Tâches,Splend Apps,http://splendapps.com/,Productivité,5000000,4.6619782,325115,support@splendapps.com
"Alarme : Réveil, Chronomètre et Minuteur (gratuit)",AVG Labs,https://www.avg.com/all-products?r=3#platform=android&customer=home,Productivité,50000000,4.3318434,920468,mobile-support@avg.com
Traducteur photo,EVOLLY.APP,https://evolly.app,Productivité,1000000,3.1828463,10708,support@evolly.app
Wix,Wix,http://www.wix.com,Productivité,1000000,4.4978476,32823,android@wix.com
Scanner & Traduire,AISBERG LLC,https://datacompro.wixsite.com/datacom/contact,Productivité,1000000,3.9972222,10934,aisbergbiz@gmail.com
Mode sombre,Avalon Inc,,Productivité,50000,4.06,566,avaloninfotech.lnc@gmail.com
Daxium-Air,DAXIUM,http://www.daxium.com,Productivité,5000,4,33,contact@daxium.com
SketchUp Viewer,Trimble Inc.,https://www.sketchup.com/products/sketchup-viewer,Productivité,1000000,4.2012916,9360,android-mobile@sketchup.com
Stay Focused - App Block & Website Block,Innoxapps,https://www.stayfocused.me,Productivité,1000000,4.4039674,22252,gaurav@innoxapps.com
OpenOffice - LibreOffice - OpenDocument Reader ODT,Galaxy Studio Global,,Productivité,100000,3,160,galaxystudio247@gmail.com
"PDF Scanner - Scanner des documents, passeport",Offiwiz,https://offiwiz.com/,Productivité,1000000,4.007282,8303,info@offiwiz.com
GLS,GLS IT Services GmbH,https://gls-group.eu,Productivité,1000000,1.8206388,4115,mail@gls-app.de
Dropbox,"Dropbox, Inc.",https://www.dropbox.com,Productivité,500000000,4.2529745,1993312,android-feedback@dropbox.com
Covve: Scanner de cartes de visite,Covve Visual Network Limited,http://covve.com,Productivité,10000,4.68,556,support@covve.com
GMF Mobile,GMF Assurances,https://m.gmf.fr,Productivité,100000,4.492276,9831,applimobilegmf@gmail.com
Trello,"Trello, Inc.",http://trello.com/,Productivité,10000000,4.53025,88529,support@trello.com
Status Saver : Status Download for whatsapp,WorldClass,https://worldclass3.webnode.com,Productivité,500000,4.3,1937,youssefahejrir@gmail.com
"Lecteur RAR Et Zip, Extracteur De Fichier Rar, Zip",Douglas Morace,https://unzip-extract-file-sore.web.app,Productivité,100000,4.307947,3264,sheranjo1974@gmail.com
Dashlane - Gestionnaire de mots de passe,Dashlane,https://www.dashlane.com,Productivité,1000000,4.5881486,103260,support@dashlane.com
agreo Mobile,SMAG - smart agriculture,https://smag.tech/,Productivité,50,0,0,devandroid@smag.tech
Google PDF Viewer,Google LLC,https://support.google.com/drive/?p=android_drive_help,Productivité,50000000,4.253338,312981,apps-help@google.com
SnapMyEats - Gagner Des Cartes Cadeaux Gratuites,"The NPD Group, Inc.",,Productivité,100000,4.4666667,2929,sme.support@npd.com
My Cloud,"Western Digital Technologies, Inc.",http://support.wdc.com,Productivité,5000000,4.1891313,85323,android.support@wdc.com
Calculs du Bâtiment,O.Gouy,http://o-gouy.fr/,Productivité,100000,4.282084,7904,mail.application.ogouy@gmail.com
Jabra Sound+,Jabra by GN Audio,http://jabra.com,Productivité,1000000,4.3525114,11054,appsupport@gn.com
Acrobat Reader for Intune,Adobe,http://blogs.adobe.com/readermobile/,Productivité,1000000,3.7839675,7434,adobereader-android@adobe.com
BlackBerry Work,BlackBerry Ltd,http://www1.good.com/applications/good-secure-collaboration.html,Productivité,1000000,3.1610844,6337,work-android-feedback@blackberry.com
Focus - Be Productive!,LaZy GeNiOuZ InC.,https://www.lazygeniouz.com,Productivité,100000,4.4506435,2358,itznotabug@gmail.com
Kaspersky QR Code Scanner: Analyse & Sécurité,Kaspersky Lab,http://free.kaspersky.com?cid=acq-gplay-lnk#mobile,Productivité,1000000,4.511851,55641,freemobilesupport@kaspersky.com
Scrum Poker Cards (Agile),artArmin,http://www.artarmin.com,Productivité,500000,4.285714,4600,android-support@artarmin.com
DingTalk,Taobao,http://www.dingtalk.com/en,Productivité,1000000,2.1141763,12518,work_ding@service.dingtalk.com
eDocPerso - Coffre-fort numérique,eDoc,https://www.edocperso.fr,Productivité,50000,3.25,64,info@edoc.fr
"Lecteur PDF - Lecteur de Fichier PDF, Ouvrir PDF",Tapi LLC,,Productivité,10000000,4.4631357,71102,curroalmudena@gmail.com
Photo recovery 2020: Recover deleted photos,Jawa Star Apps,,Productivité,100000,4.3872833,1798,colorsirenlightdev@gmail.com
Emoji Switcher ( Root ),MR ERROR,,Productivité,5000,3.909091,44,ahmed.nader1994@gmail.com
Adobe Acrobat Reader,Adobe,http://blogs.adobe.com/readermobile/,Productivité,500000000,4.5997763,3656979,acrobat-android-support@adobe.com
Tous les comptes de messagerie dans une,Mobile App Factory 2019,,Productivité,10000,3.9759035,83,giovannimargarmob@gmail.com
Nettoyant pour téléphone,iJoysoft,https://ijoysoftdev.s3.amazonaws.com/index.html,Productivité,1000000,4.4913464,24134,smartchen2015@gmail.com
"Fancy Cleaner 2020 - Antivirus, Booster, Nettoyeur",Fancy Mobile Apps,https://app.getfancyapps.com,Productivité,100000,4.7901235,4324,getfancyapps@gmail.com
SUIVI DE COLIS TOUT EN UN,17TRACK,http://www.17track.net,Productivité,5000000,4.8177257,332037,feedback@17track.net
OK Scan(QR&Barcode),GOMO Limited,http://golauncher.goforandroid.com,Productivité,1000000,4.4411683,35959,golauncher@goforandroid.com
Game Launcher Tuner for Boosting Performance,PA Mobile,http://www.pamobile.co,Productivité,1000000,4.4150295,41412,contact@pamobile.co
"TimePlanner - Agenda, Todos, Rappels, Calendrier",Paul Souteyrat,https://www.timeplanner-app.com/,Productivité,1000,4.5,12,paul.souteyrat@timeplanner-app.com
Pensées Positives & Citations,SendGroupSMS.com Bulk SMS Software,http://www.SendGroupSMS.com,Productivité,100000,4.43,460,support@sendgroupsms.com
QR Droid Code Scanner,DroidLa,http://qrdroid.com/,Productivité,50000000,4.2982407,348813,info@droid.la
Free V Bucks Counter & VBucks Spin Wheel,Tiramiso,,Productivité,5000,4.8848486,1662,contacttiramiso@yahoo.com
memo gratuit,Babylon apps,,Productivité,1000,3.7368422,19,babylonbabylon215@gmail.com
Email - Lightning Fast & Secure Mail,Edison Software,http://mail.edison.tech,Productivité,1000000,4.5470567,58932,mailsupport@edison.tech
lecteur de documents et visualiseur de documents,Apstan Studio,,Productivité,50000,4.544643,1216,apstanstudio@gmail.com
Discours en texte: Notes vocales et dactylographie,Learning Easy,,Productivité,50000,3.95,374,learningeasyapps@gmail.com
ISL Light Remote Desktop,ISL Online,https://www.islonline.com/r301/?type=program&program=isl-light&os=android&topic=gplay-website,Productivité,100000,3.37,446,support@islonline.com
PDF translator – PDF to text converter and editor,Nazmain Apps,,Productivité,100000,2.7135677,2000,nazmainapps@gmail.com
Cyber Watch Face,RichFace,http://www.richface.watch/,Productivité,10000,4.11,156,richface.watch@gmail.com
Craftable - Crafting Guide,CodeCrafted,http://www.codecrafted.net,Productivité,100000,4.4925375,2699,codecrafted.info@gmail.com
lecteur de tous les document: visualiseur document,Bucket Of Apps,https://b636a0ee8.app-ads-txt.com,Productivité,100000,4.67,535,bucketofapps@gmail.com
Escape Jailbreak Mod: Tips Rbx (Unofficial tips),Dubra LLc Games,,Productivité,10000,3.3589745,39,meccamekka1@gmail.com
Clavier arabe: Clavier de saisie de langue arabe,Qwerty keyboards and hd wallpapers,,Productivité,10000,4.64,249,colorflashstudioapps@gmail.com
RPM Calculator,PlayDevelop,http://www.apakossa.org,Productivité,100000,3.99,723,rpmmeter@apakossa.org
