App Name,Publisher Name,Publisher Domain,Categorie,Rating Score,Rating Number,Developer Email
Woodturning 3D,Voodoo,https://www.voodoo.io/,"Games,Simulation,Casual",4.5,49145,
Dip Master,Bad Idea,,"Games,Simulation,Puzzle",4.5,7466,
Johnny Trigger,SayGames LLC,https://saygames.by/,"Games,Casual,Action",5,267153,
Push'em all,Voodoo,https://www.voodoo.io,"Games,Adventure,Action",4.5,150424,
Drive Hills,SayGames LLC,,"Games,Sports,Casual",4.5,6396,
The Seven Deadly Sins,Netmarble Corporation,http://facebook.com/7ds.en/,"Games,Adventure,Role Playing",5,38933,
Dentist Bling,Crazy Labs,https://www.crazylabs.com/,"Games,Role Playing,Simulation,Entertainment",4.5,71333,
Jewelry Maker!,MADBOX,https://madbox.io,"Games,Casual",4.5,279,
BitLife - Life Simulator,"Candywriter, LLC",,"Games,Simulation,Role Playing",5,949092,
Magic Tiles 3: Piano Game,Amanotes Pte. Ltd.,http://www.facebook.com/MagicTiles3,"Games,Music,Casual,Music",4,28504,magictiles3.support@amanotes.com
Fortnite,Epic Games,http://www.fortnite.com,"Games,Entertainment,Action,Adventure",4.5,5282278,
Roblox,Roblox Corporation,http://www.roblox.com/,"Games,Adventure,Entertainment,Action",4.5,2490066,
ID Please - Club Simulation,Lion Studios,http://lionstudios.cc,"Games,Casual,Simulation",4.5,16772,
Pull the Pin,Popcore GmbH,http://popcore.com,"Games,Board,Puzzle",4.5,19256,
Sniper 3D: Gun Shooting Games,Fun Games For Free,https://wildlifestudios.com/,"Games,Action,Casual,Entertainment",5,2513113,sniper3d@fungames-forfree.com
8 Ball Pool™,Miniclip.com,https://www.miniclip.com/,"Games,Entertainment,Sports,Simulation",4.5,2019444,
Onnect – Pair Matching Puzzle,CHEF GAME STUDIO YAZILIM TEKNOLOJILERI LIMITED SIRKETI,http://rollicgames.com,"Games,Entertainment,Board,Casual",4.5,7527,info@chef.gs
Jetpack Joyride,Halfbrick Studios,http://www.halfbrick.com/our-games/jetpack-joyride/,"Games,Action,Entertainment,Casual",4.5,432936,
Easy Game - Brain Test,Easybrain,https://easybrain.com,"Games,Entertainment,Puzzle,Word",4.5,29208,
Hello Neighbor Hide & Seek,tinyBuild LLC,,"Games,Puzzle,Adventure",4,13230,
Parkour Race - Freerun Game,MADBOX,https://madbox.io/privacy-policy,"Games,Sports,Action",4.5,24730,
Coin Master,Moon Active,http://www.moonactive.com,"Games,Casual,Adventure",4.5,176477,
Bubble Tea!,Dual Cat,,"Games,Simulation,Casual,Entertainment",4.5,60246,
Brain Out,EYEWIND LIMITED,,"Games,Entertainment,Word,Puzzle",4.5,101842,
Helix Jump,Voodoo,,"Games,Action,Casual",4.5,1342856,
Park Master,KAYAC Inc.,https://www.kayac.com/en,"Games,Puzzle",4.5,64300,
Gardenscapes,Playrix,https://www.playrix.com/gardenscapes/index.html,"Games,Entertainment,Puzzle,Simulation",4.5,385360,gardenscapes@playrix.com
Subway Surfers,Sybo Games ApS,http://www.sybogames.com/,"Games,Action,Casual,Entertainment",4.5,974257,
Pokey Ball,Voodoo,https://www.voodoo.io/,"Games,Casual",4.5,73598,
aquapark.io,Voodoo,,"Games,Racing,Casual",4.5,1165906,
OverTake,Kwalee Ltd,,"Games,Casual,Racing,Sports",4.5,9274,
NBA 2K Mobile Basketball,2K,https://nba.2k.com/mobile/,"Games,Sports,Action,Sports",5,464473,
Hoop Stack,Bigger Games,https://biggergames.net/,"Games,Casual,Puzzle",4.5,11679,
Blackout Blitz,Big Run Studios Inc.,http://bigrunstudios.com/BlackoutBlitz.html,"Games,Casual,Board",4.5,4824,"contact@bigrunstudios.com,support@skillz.com"
Hunter Assassin,RUBY OYUN VE YAZILIM DANISMANLIK,,"Games,Casual,Action,Entertainment",4.5,215102,info@rubygamestudio.com
Sand Balls,SayGames LLC,https://saygames.by/,"Games,Puzzle,Casual",4.5,154448,info@saygames.by
Dice Royale,E TECHNOLOGY RECRUITMENT LTD,,"Games,Casual",5,31733,
Homescapes,Playrix,https://www.playrix.com/homescapes/index.html,"Games,Entertainment,Puzzle,Simulation",4.5,538376,homescapes@playrix.com.
Slap That - Winner Slaps All,Lion Studios,http://lionstudios.cc,Games,4.5,29957,
Coin Dozer,Game Circus LLC,http://gamecircus.com,"Games,Entertainment,Casual,Casino",4,142641,
Rescue Cut - Rope Puzzle,MarkApp Co. Ltd,http://www.mark-app.co.jp,"Games,Action,Strategy",4.5,285498,
Clash Royale,Supercell,,"Games,Strategy,Entertainment,Action",4.5,1556775,
Rodeo Stampede: Sky Zoo Safari,Featherweight Games Pty Limited,http://www.rodeostampedegame.com,"Games,Action,Casual",4.5,262639,
Tower Run - Grow Your Tower,Voodoo,https://www.voodoo.io/,"Games,Adventure,Casual",4,218,
Make It Perfect!,Voodoo,https://www.voodoo.io/,Games,4.5,8846,
Idle Army Base,Neon Play,http://www.neonplay.com,"Games,Casual,Simulation",4.5,18596,
PUBG MOBILE - 2nd Anniversary,Tencent Mobile International Limited,,"Games,Action,Strategy",4.5,847134,PUBGMOBILE_CS@tencentgames.com
Wordscapes,"PeopleFun, Inc.",https://www.peoplefun.com/,"Games,Education,Word,Puzzle",5,520353,
Tiles Hop - EDM Rush,Amanotes Pte. Ltd.,,"Games,Casual,Music",4.5,49799,
Dragon Raja,Archosaur Games,https://www.archosaur.com,"Games,Role Playing,Action",4.5,5185,
Square Bird.,MOONEE PUBLISHING LTD,,"Games,Casual",4.5,249317,
Crazy Kick!,Voodoo,https://www.orbitalknight.com,"Games,Action,Sports",4.5,187604,
Perfect Ironing,Playgendary Limited,https://www.playgendary.com/,"Games,Action,Casual",4.5,19214,
Join Clash,Freeplay Inc,https://freeplay.mobi/jrun/app,"Games,Entertainment,Action,Casual",4.5,1054,
Word Collect: Word Games,Super Lucky Games LLC,http://superluckycasino.com/,"Games,Trivia,Entertainment,Word",5,210898,support@platinumplayerllc.com.
Sky Roller,Homa Games,https://homagames.com/,"Games,Casual,Sports,Entertainment",5,123392,
Watermarbling,Geisha Tokyo Inc.,https://www.geishatokyo.com/,"Games,Casual,Puzzle",4.5,45101,
Episode - Choose Your Story,Episode Interactive,https://pocketgems.com/episode/,"Games,Role Playing,Simulation,Entertainment",4.5,1906914,
Draw it,Kwalee Ltd,,"Games,Puzzle,Casual",4.5,314071,
Daily Themed Crossword Puzzle,PlaySimple Games Pte Ltd,https://playsimple.in,"Games,Puzzle,Word,Entertainment",4.5,24166,
Stack Ball 3D,Azur Interactive Games Limited,http://azurgames.com,"Games,Casual,Action",4.5,292166,
Word Crush - Fun Puzzle Game,YEW TECHNOLOGY LIMITED,,"Games,Word",4.5,163277,
Clash of Clans,Supercell,,"Games,Action,Entertainment,Strategy",4.5,3291129,
Candy Crush Saga,King,http://candycrushsaga.com/,"Games,Entertainment,Puzzle,Casual",4.5,2298981,
Draw Road 3D,Kerim Figanioglu,,"Games,Casual,Puzzle,Entertainment",4.5,1016,
UNO!™,Mattel163 Limited,http://www.letsplayuno.com/,"Games,Card,Family,Entertainment",4.5,112059,
Brick Merge 3D,Alictus,,"Games,Casual,Puzzle",4.5,1949,
Hungry Shark World,Ubisoft,,"Games,Action,Casual,Entertainment",4.5,275458,
Property Brothers Home Design,Storm8 Studios,http://www.storm8.com,"Games,Puzzle,Simulation",4.5,59309,
Two Dots,"Playdots, Inc.",https://www.dots.co/twodots/,"Games,Puzzle,Board",4.5,208308,td-help@weplaydots.com
AMAZE!!!,Crazy Labs,https://www.crazylabs.com,"Games,Casual,Entertainment,Puzzle",4.5,609889,
Crossy Road,HIPSTER WHALE,http://www.crossyroad.com,"Games,Casual,Family,Entertainment",4.5,960752,
Super Mario Run,"Nintendo Co., Ltd.",https://supermariorun.com/,"Games,Action,Casual",3,127844,
Trivia Crack 2,Etermax,http://etermax.com,"Games,Trivia,Entertainment,Family",4.5,173836,
Ink Inc. - Tattoo Drawing,Lion Studios,https://lionstudios.cc/,"Games,Casual",4.5,383652,
Draw Story!,Gamejam Co.,https://gamejam.co/,"Games,Puzzle,Word",4.5,17197,hello@gamejam.co
Woody 99 - Sudoku Block Puzzle,Athena Studio,,"Games,Board,Puzzle,Entertainment",5,7253,
Soap Cutting,Crazy Labs,https://www.crazylabs.com,"Games,Casual,Entertainment,Simulation",4.5,93332,
Angry Birds 2,Rovio Entertainment Oyj,https://www.rovio.com,"Games,Puzzle,Action",4.5,794430,
MADDEN NFL MOBILE FOOTBALL,Electronic Arts,http://www.ea.com/iphone,"Games,Sports,Simulation,Sports",4.5,799002,
Juicy Stack - 3D Tile Puzzlе,Coda Platform Limited,https://codaplatform.com/,"Games,Casual,Puzzle",4.5,2915,
Epic Race 3D,Good Job Games,https://goodjobgames.com,"Games,Racing",4.5,65060,
The Sims™ Mobile,Electronic Arts,https://www.ea.com/games/the-sims/the-sims-mobile,"Games,Simulation",4.5,414492,
Perfect Slices,SayGames LLC,https://saygames.by/,"Games,Casual,Simulation",4.5,131948,
Design Island: Dreamscapes,Chiseled Games Limited,,"Games,Puzzle",5,4645,designisland@funplus.com
Pokémon GO,"Niantic, Inc.",http://pokemongo.nianticlabs.com,"Games,Strategy,Role Playing,Health & Fitness",3.5,487945,
Will It Shred?,"BoomBit, Inc.",,"Games,Simulation",4.5,2207,
Nails Done!,Lion Studios,https://lionstudios.cc/,"Games,Entertainment,Casual,Simulation",4.5,16248,
Kick the Buddy,Chill Fleet,http://chillfleet.com,"Games,Action,Casual",4.5,761471,support@chillfleet.com
Word Search - Crossword Game,Easybrain,https://easybrain.com,"Games,Puzzle,Word,Entertainment",4.5,124043,
Paper.io 3D,Voodoo,https://www.voodoo.io,"Games,Casual",4.5,103783,
Infection Bio War,Fun Games For Free,https://www.fungames-forfree.com/games/infection,"Games,Simulation,Strategy",5,47982,
Hole.io,Voodoo,,"Games,Sports,Casual",4.5,1392076,
Sonic Dash 2: Sonic Boom,SEGA,http://www.sega.com,"Games,Casual,Action,Entertainment",4.5,14032,
Evony,TOP GAMES INC.,,"Games,Role Playing,Strategy",4.5,17312,
Block! Hexa Puzzle™,BitMango,https://www.bitmango.com,"Games,Board,Puzzle,Entertainment",4.5,66577,help@bitmango.com
Idle Construction 3D,Green Panda Games,https://greenpandagames.com/,"Games,Entertainment,Strategy,Simulation",5,90542,
Solitaire·,Zynga Inc.,https://www.zynga.com/,"Games,Card,Casino",4.5,780648,
Turbo Stars,SayGames LLC,https://saygames.by/,"Games,Racing,Action",4.5,78521,
Color Fill 3D,Good Job Games,https://goodjobgames.com,"Games,Puzzle",4.5,105519,
Happy Color™ – Color by Number,X-Flow,http://x-flow.app/,"Games,Board,Puzzle,Entertainment",5,1202746,
Trivia Crack,Etermax,http://www.etermax.com,"Games,Family,Entertainment,Trivia",4.5,806071,
Dancing Road: Color Ball Run!,Amanotes Pte. Ltd.,,"Games,Music,Casual,Music",4,9833,pama.support@amanotes.com
Bubble Pop! Puzzle Game Legend,BitMango,https://www.bitmango.com,"Games,Puzzle,Entertainment,Board",4.5,19887,help@bitmango.com
Block! Triangle puzzle:Tangram,BitMango,https://www.bitmango.com,"Games,Entertainment,Board,Puzzle",4.5,23643,help@bitmango.com
Idle Digging Tycoon,ZPLAY,http://games.zplay.com/,"Games,Entertainment,Simulation,Casual",4.5,6437,
Fun Race 3D,Good Job Games,http://www.goodjobgames.com,"Games,Casual,Sports",4.5,474292,
Draw Joust!,Voodoo,https://www.voodoo.io/,Games,4.5,589,
Bikes Hill,Voodoo,https://www.voodoo.io/,"Games,Racing",4.5,100292,
Woodcraft - 3D Carving Game,Hung Dang,http://hungdang.epizy.com,Games,4.5,1794,
Hotel Empire Tycoon－Idle Game,Digital Things,http://codigames.com/portfolio/hotel-empire-tycoon/,"Games,Simulation,Strategy,Entertainment",4.5,34546,
Photo Roulette,Photo Roulette AS,http://www.photoroulette.app,"Games,Board,Casual",4,6017,
Dream League Soccer 2020,First Touch Games Ltd.,http://www.ftgames.com,"Games,Sports,Sports,Simulation",4.5,21836,
Kick the Buddy: Forever,Playgendary Limited,http://playgendary.com,"Games,Casual,Action",4.5,192191,support@playgendary.com
Tabou Stories: Love Episodes,nanobitsoftware.com,https://www.nanobit.com/,"Games,Simulation,Books,Role Playing",4.5,4134,
Geometry Dash Lite,RobTop Games AB,,"Games,Casual,Entertainment,Music",4.5,396306,support@robtopgames.com
Brawl Stars,Supercell,,"Games,Casual,Entertainment,Action",5,571567,
Crowd City,Voodoo,,"Games,Simulation,Casual",4.5,748148,
Crash Landing 3D,Voodoo,https://www.voodoo.io,Games,4.5,9403,
Blendy! - Juicy Simulation,Lion Studios,https://lionstudios.cc,"Games,Simulation,Casual,Entertainment",4.5,39833,
Solitaire Cube: Card Game,Tether Studios,http://www.tetherstudios.com/welcome/solitaire,"Games,Card,Entertainment,Casino",4.5,43677,"info@tetherstudios.com,support@skillz.com"
Slope Run Game,Pickaxe Technology LLC,,"Games,Racing,Casual",4.5,1263,support@bctown.cn.
Bowmasters - Multiplayer Game,Playgendary,http://playgendary.com,"Games,Action,Casual",4.5,2125443,support@playgendary.com
Temple Run,"Imangi Studios, LLC",http://www.imangistudios.com,"Games,Casual,Action,Entertainment",4.5,1864647,
Laser Cutting,Primitive Factory,http://dualcat.io,"Games,Simulation,Entertainment,Casual",4,38,
Paper.io 2,Voodoo,,"Games,Casual",4.5,909083,
Motorsport Manager Online,Playsport Games Ltd,http://www.motorsportmanager.com,"Games,Racing,Sports,Sports",4.5,2759,
Pocket World 3D -unique puzzle,Minimonster Game Limited,,"Games,Casual,Puzzle",4.5,37964,
Let Me Out - Addictive Puzzle,Gaga Games,http://letmeoutgame.com/,"Games,Puzzle",4.5,75269,support@histitch.com.
Art of War: Legions,Fastone Games,https://www.89trillion.com,"Games,Strategy,Simulation",4.5,19902,armies_help@boooea.com.
My Talking Tom 2,Outfit7 Limited,http://outfit7.com/,"Games,Simulation,Role Playing,Entertainment",4.5,268118,support@outfit7.com
Hit Shadow !,Ketchapp,http://ketchappgames.com,"Games,Entertainment,Action,Casual",3,297,
slither.io,Lowtech Studios LLC,,"Games,Simulation,Action,Entertainment",4,177575,
Vegas Casino Slots - Mega Win,Triwin Inc.,,"Games,Casino,Casual",5,5228,contact@triwingames.com
Q*bert,Sony Pictures Television,https://www.sonypictures.com/games,"Games,Casual,Entertainment,Puzzle",4.5,12562,support@lucky-kat.com
Jigsaw Puzzles - Puzzle Games,Easybrain,https://easybrain.com,"Games,Board,Puzzle,Entertainment",4.5,207036,
Sandwich!,Popcore GmbH,http://popcore.com,"Games,Board,Puzzle",4.5,73388,
Nonogram.com - Griddlers Game,Easybrain,https://easybrain.com,"Games,Board,Puzzle,Entertainment",4.5,53075,
Hello Neighbor,tinyBuild LLC,,"Games,Adventure,Puzzle",4,68622,
Dig This!,Raketspel AB,,"Games,Casual,Puzzle",4.5,502561,
Ball Blast,Voodoo,,"Games,Action,Casual",4.5,301968,techsupport@voodoo.io
Design Home,Crowdstar Inc,https://www.glu.com,"Games,Simulation,Lifestyle",4.5,310154,
Homer City,Mynet,,"Games,Sports,Casual,Sports",4.5,13025,
WormsZone.io - Hungry Snake,Azur Interactive Games Limited,http://azurgames.com,"Games,Entertainment,Action,Casual",4.5,3523,
Lucky Time!!,"POWER PLAY ENERGY, LLC",,"Games,Casual",4.5,10744,
Bloons TD Battles,Ninja Kiwi,http://www.ninjakiwi.com,"Games,Strategy,Action,Entertainment",4.5,283814,youtube@ninjakiwi.com.
Sudoku.com - Brain Games,Easybrain,https://easybrain.com,"Games,Entertainment,Board,Puzzle",4.5,859910,
Toon Blast,Peak Games,,"Games,Casual,Puzzle",4.5,1703594,
Bird BnB,Runaway,http://www.runawayplay.com/,"Games,Puzzle,Education,Simulation",4,153,support@runawayplay.com
Thumb Drift - Furious Racing,SMG Studio,http://smgstudio.com,"Games,Racing,Action",4.5,8776,
Differences - Find them All,Easybrain,https://easybrain.com,"Games,Board,Puzzle",4.5,244231,
Tennis Clash：Game of Champions,Wildlife Studios,https://www.wildlifestudios.com/,"Games,Sports,Action,Sports",5,122712,
Idle Miner Tycoon: Cash Empire,Kolibri Games GmbH,http://www.idleminertycoon.com/,"Games,Simulation,Strategy,Entertainment",4.5,390037,community@idleminertycoon.com
Word Stacks,"PeopleFun, Inc.",https://www.peoplefun.com,"Games,Puzzle,Entertainment,Word",5,150850,wordstacks@peoplefun.com
Pool 8 - The 8 Ball Pool Game,FortyFour Games,,"Games,Puzzle,Entertainment,Sports",4.5,12244,
Idle Makeover,Lion Studios,http://lionstudios.cc,"Games,Casual,Simulation",4,15111,
Merge Dragons!,Gram Games,http://gram.gs,"Games,Puzzle,Family",4.5,213825,
RAID: Shadow Legends,Plarium Global Ltd,,"Games,Role Playing,Action",5,175022,raid.support@plarium.com
Idle Capitalist,Gaga Games,http://idlecapitalistgamespace.com,"Games,Role Playing",5,476084,
Rope Rescue! - Unique Puzzle,Coda Platform Limited,https://codaplatform.com/,"Games,Puzzle,Board",4.5,36145,
Hoop Stars,SayGames LLC,https://saygames.by/,"Games,Casual,Sports",4.5,46547,
2048 Balls 3D,Voodoo,https://www.voodoo.io,"Games,Puzzle,Board",4.5,66382,
Animal Crossing: Pocket Camp,"Nintendo Co., Ltd.",https://ac-pocketcamp.com/,"Games,Simulation,Family",5,339276,
Word Relax!,"V Long Technology, Inc.",,"Games,Puzzle,Utilities,Word",4.5,50688,service@dreamstudiogroup.com
Wild Brawlers,IGG.COM,,"Games,Casual,Action",4,176,
Zero21 Solitaire,Rollic Games,http://rollicgames.com,"Games,Card,Board",4.5,16010,
Color Rope,Russell Raymond,,"Games,Casual,Puzzle",4.5,570,
Game of Games the Game,Warner Bros.,,"Games,Trivia",5,64031,
Chapters: Interactive Stories,"Crazy Maple Studio, Inc.",,"Games,Adventure,Entertainment,Role Playing",4.5,77774,
Galaxy Attack: Alien Shooter,doan lan,,"Games,Casual,Action",4.5,177803,
Battle Disc,SayGames LLC,https://saygames.by/,"Games,Sports,Entertainment,Simulation",4.5,134249,
Temple Run 2,"Imangi Studios, LLC",http://www.imangistudios.com,"Games,Adventure,Entertainment,Action",4.5,561445,
Real Boxing 2,Vivid Games S.A.,https://vividgames.com/gry/#real-boxing-2,"Games,Simulation,Sports,Entertainment",4.5,13622,support@vividgames.com
Granny: Chapter Two,Dennis Vukanovic,,"Games,Casual",4.5,5151,
Asphalt 9: Legends,Gameloft,http://www.gameloft.com,"Games,Sports,Racing,Entertainment",5,571363,
Drum Pad Machine - Beat Maker,Easybrain,http://easybrain.com,"Games,Music,Simulation,Music",4.5,246361,
Collect Cubes,Alictus,https://alictus.com,"Games,Puzzle,Casual",4.5,136104,
Archery Go - Bow&Arrow King,SOLO X,https://www.facebook.com/ArcheryChamp-274555046523822/,"Games,Sports,Action",4.5,235640,
Minecraft Earth,Mojang,,"Games,Adventure",4,14870,
Tap Tap Music-Pop Songs,"Eyugame Network Technology Co., Ltd",http://www.gogogame.com/privacy-policy.html,"Games,Music,Casual",5,45059,musicgamestudioserver@gmail.com
My NBA 2K20,2K,http://www.facebook.com/NBA2K/,"Games,Sports,Card,Sports",2.5,2295,
